numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07577;20201106090000;103060;20;0;360;1.100000;282.650000;280.250000;85;19630;0;mq;mq;mq;mq;mq;mq;mq;mq;102150;mq;mq;-140;mq;mq;mq;mq;279.950000;mq;mq;1.900000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20201106090000;mq;40;0;50;3.100000;284.450000;276.250000;57;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;92910;mq;911;50;mq;mq;mq;mq;278.250000;mq;mq;5.000000;7.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20201106090000;102190;70;3;100;3.000000;286.650000;285.250000;91;33460;0;mq;mq;mq;1;80;mq;mq;mq;101480;mq;mq;-770;mq;mq;mq;mq;282.550000;mq;mq;5.100000;5.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20201106090000;102160;0;4;280;0.700000;285.750000;282.350000;80;40230;0;mq;mq;mq;0;mq;mq;mq;mq;97850;mq;mq;-640;mq;mq;mq;mq;281.650000;mq;mq;2.200000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20201106090000;102260;40;3;100;2.200000;288.350000;283.150000;71;20000;0;mq;mq;mq;0;mq;mq;mq;mq;97400;mq;mq;-530;mq;mq;mq;mq;283.250000;mq;mq;3.800000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20201106090000;102380;0;5;130;8.400000;289.350000;284.950000;75;14450;mq;mq;mq;mq;1;800;mq;mq;mq;100600;mq;mq;-560;mq;mq;mq;mq;283.950000;mq;mq;12.500000;15.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;630;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20201106090000;102980;70;3;30;4.200000;287.450000;282.050000;70;54300;0;mq;mq;100;8;3840;mq;mq;mq;102880;mq;mq;-30;mq;mq;mq;mq;279.950000;mq;mq;6.200000;7.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;3840;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20201106090000;102940;40;3;240;2.600000;291.150000;286.050000;72;13020;0;mq;mq;mq;2;4860;mq;mq;mq;102560;mq;mq;0;mq;mq;mq;mq;279.650000;mq;mq;4.600000;5.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;4860;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20201106090000;mq;mq;mq;80;7.900000;mq;mq;mq;30000;3;2;mq;75;5;800;31;25;16;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;10.100000;10.900000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;8;900;5;3;2500;6;2;7000;mq;mq;mq;
07690;20201106090000;103070;110;1;330;5.200000;288.950000;282.350000;65;40000;2;0;0;10;1;800;35;20;11;102760;mq;mq;210;mq;mq;mq;mq;284.950000;mq;mq;6.700000;7.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;800;1;0;8000;mq;mq;mq;mq;mq;mq;
07747;20201106090000;102850;40;1;50;3.800000;288.450000;286.150000;86;23820;0;mq;mq;90;7;450;mq;mq;mq;102320;mq;mq;-160;mq;mq;mq;mq;284.950000;mq;mq;5.700000;5.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;mq;300;6;mq;480;7;mq;1080;mq;mq;mq;
07761;20201106090000;102900;110;1;20;1.100000;291.150000;284.250000;64;36030;0;mq;mq;mq;0;mq;mq;mq;mq;102790;mq;mq;120;mq;mq;mq;mq;283.950000;mq;mq;2.100000;2.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20201106090000;102990;100;2;350;4.300000;291.250000;285.050000;67;60000;0;mq;mq;mq;1;800;mq;mq;mq;102850;mq;mq;180;mq;mq;mq;mq;286.850000;mq;mq;6.200000;6.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;1;mq;870;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20201106090000;101380;120;8;100;5.600000;304.150000;294.650000;57;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101330;mq;mq;-40;mq;299.050000;mq;304.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20201106090000;101390;100;6;10;4.700000;300.150000;295.550000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101320;mq;mq;-150;mq;294.150000;mq;300.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20201106090000;101620;70;8;140;8.100000;302.250000;294.450000;63;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101530;mq;mq;20;mq;298.050000;mq;302.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20201106090000;101830;-50;6;90;9.500000;299.550000;290.850000;59;44720;0;mq;mq;100;8;1250;mq;mq;mq;101680;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;12.600000;13.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;1020;8;mq;1500;mq;mq;mq;mq;mq;mq;
61996;20201106090000;101960;10;8;270;8.700000;288.850000;282.950000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101610;mq;mq;-190;mq;280.550000;mq;290.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20201106090000;mq;60;8;350;6.700000;277.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100700;mq;mq;970;mq;274.850000;mq;277.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20201106090000;101520;330;2;240;16.500000;277.350000;268.350000;52;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;1810;mq;mq;mq;mq;mq;mq;mq;mq;21.600000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20201106090000;102700;-270;6;210;12.200000;282.250000;280.550000;89;15000;0;2;mq;100;7;1250;35;mq;mq;102610;mq;mq;-1130;mq;mq;mq;mq;276.350000;mq;mq;16.700000;17.100000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;6;1300;7;6;2000;mq;mq;mq;mq;mq;mq;
78890;20201106090000;101030;40;6;100;8.100000;299.950000;295.150000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100710;mq;mq;-250;mq;297.550000;mq;303.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;1.000000;1.000000;1.000000;5.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20201106090000;101110;40;7;90;3.800000;299.750000;294.750000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100600;mq;mq;-250;mq;297.350000;mq;302.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20201106090000;101080;-20;7;80;3.000000;297.350000;294.850000;86;25590;mq;mq;mq;mq;mq;mq;mq;mq;mq;100990;mq;mq;-240;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20201106090000;101070;0;5;140;7.500000;300.050000;295.650000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100630;mq;mq;-190;mq;299.350000;mq;303.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20201106090000;101040;10;3;60;1.900000;298.050000;296.450000;91;52140;0;mq;mq;mq;5;1750;mq;mq;mq;100950;mq;mq;-210;mq;mq;mq;mq;mq;mq;mq;2.900000;4.200000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;3;mq;1680;5;mq;2280;mq;mq;mq;mq;mq;mq;
81401;20201106090000;100890;30;6;120;0.700000;295.850000;295.550000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100830;mq;mq;-110;mq;295.850000;mq;305.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;2.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20201106090000;100940;0;5;220;0.600000;296.250000;296.250000;100;230;45;mq;mq;101;9;30;mq;mq;mq;100850;mq;mq;-80;mq;mq;mq;mq;298.450000;mq;mq;1.300000;1.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.400000;28.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20201106090000;100970;70;3;0;0.000000;296.550000;296.550000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100890;mq;mq;-10;mq;296.450000;mq;304.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.600000;5.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20201106090000;100990;70;2;70;1.100000;296.550000;296.250000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99770;mq;mq;-110;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20201106090000;97280;110;3;130;7.200000;260.450000;250.750000;40;30000;2;1;1;50;4;1750;35;20;10;96730;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20201106120000;102840;-250;8;110;5.100000;283.550000;278.150000;69;19200;0;mq;mq;mq;mq;mq;mq;mq;mq;101960;mq;mq;-1050;mq;mq;mq;mq;274.250000;mq;mq;9.200000;9.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20201106120000;103000;-240;8;80;3.800000;283.750000;276.550000;61;33810;0;mq;mq;100;8;4860;mq;mq;mq;102420;mq;mq;-930;mq;mq;mq;mq;271.750000;mq;mq;5.400000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;4860;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20201106120000;102350;-220;8;100;10.800000;285.250000;280.950000;75;12000;3;0;mq;25;0;5200;30;20;14;102240;mq;mq;-1410;mq;mq;mq;mq;mq;mq;mq;15.300000;15.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;0;5200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20201106120000;102510;-210;8;100;5.600000;283.950000;278.850000;71;13860;0;mq;mq;mq;0;mq;mq;mq;mq;101690;mq;mq;-1240;mq;mq;mq;mq;276.750000;mq;mq;7.900000;8.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20201106120000;102720;-180;8;110;7.700000;283.950000;279.350000;73;15510;0;mq;mq;mq;0;mq;mq;mq;mq;100870;mq;mq;-1030;mq;mq;mq;mq;275.150000;mq;mq;11.300000;11.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20201106120000;102920;-210;8;110;6.000000;284.450000;277.850000;64;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101760;mq;mq;-790;mq;mq;mq;mq;272.050000;mq;mq;8.000000;8.000000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20201106120000;101990;-130;8;130;7.200000;289.050000;283.150000;68;49590;0;mq;mq;mq;0;mq;mq;mq;mq;100820;mq;mq;-1530;mq;mq;mq;mq;274.250000;mq;mq;10.100000;10.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20201106120000;102110;-190;7;100;5.800000;284.750000;280.850000;77;12000;1;0;mq;50;3;800;31;26;11;101410;mq;mq;-1460;mq;mq;mq;mq;mq;mq;mq;8.900000;10.200000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;6;800;2;3;2000;1;0;6000;mq;mq;mq;
07130;20201106120000;102290;-150;8;110;3.600000;285.750000;281.450000;75;16220;0;mq;mq;mq;0;mq;mq;mq;mq;101840;mq;mq;-1190;mq;mq;mq;mq;277.550000;mq;mq;5.700000;8.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20201106120000;102470;-230;8;50;3.700000;285.650000;280.950000;73;19900;0;mq;mq;mq;0;mq;mq;mq;mq;100720;mq;mq;-1080;mq;mq;mq;mq;280.650000;mq;mq;5.400000;6.400000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20201106120000;102720;-190;8;80;3.800000;285.850000;280.050000;68;9690;0;0;0;mq;3;4980;mq;mq;mq;101630;mq;mq;-920;mq;mq;mq;mq;mq;mq;mq;6.100000;8.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;4980;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20201106120000;102810;-200;8;60;3.000000;282.350000;278.550000;77;16980;0;mq;mq;90;7;4740;mq;mq;mq;101360;mq;mq;-750;mq;mq;mq;mq;271.850000;mq;mq;4.900000;5.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;0.200000;mq;mq;mq;mq;7;mq;4740;7;mq;5280;mq;mq;mq;mq;mq;mq;
07181;20201106120000;103020;-140;8;110;4.800000;282.350000;277.350000;71;16510;0;mq;mq;mq;0;mq;mq;mq;mq;98860;mq;mq;-560;mq;mq;mq;mq;273.950000;mq;mq;6.800000;6.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20201106120000;103180;-150;8;280;1.200000;283.750000;277.250000;64;15580;0;mq;mq;mq;0;mq;mq;mq;mq;101330;mq;mq;-460;mq;mq;mq;mq;274.250000;mq;mq;2.500000;2.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20201106120000;102030;-130;8;90;7.100000;286.250000;283.050000;81;18000;2;2;mq;60;3;5000;30;29;11;101510;mq;mq;-1260;mq;mq;mq;mq;mq;mq;mq;13.400000;15.300000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;3;5000;2;0;8000;mq;mq;mq;mq;mq;mq;
07222;20201106120000;102140;-150;8;90;5.000000;287.950000;282.750000;71;19860;0;mq;mq;mq;0;mq;mq;mq;mq;101830;mq;mq;-1120;mq;mq;mq;mq;277.650000;mq;mq;6.600000;7.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07240;20201106120000;102430;-190;7;80;4.400000;284.750000;280.850000;77;19790;0;mq;mq;mq;0;mq;mq;mq;mq;101070;mq;mq;-910;mq;mq;mq;mq;277.950000;mq;mq;6.300000;7.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20201106120000;102510;-140;8;130;4.600000;287.850000;282.450000;70;19850;0;mq;mq;mq;mq;mq;mq;mq;mq;100520;mq;mq;-770;mq;mq;mq;mq;277.650000;mq;mq;6.400000;7.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20201106120000;102880;-150;8;180;0.900000;285.150000;281.050000;76;19090;0;mq;mq;mq;0;mq;mq;mq;mq;100140;mq;mq;-450;mq;mq;mq;mq;281.150000;mq;mq;2.100000;2.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20201106120000;103090;-140;8;30;1.800000;284.550000;279.850000;73;12000;1;0;0;10;1;mq;35;20;10;99790;mq;mq;-430;mq;mq;mq;mq;278.250000;mq;mq;6.100000;6.100000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20201106120000;102250;-180;8;110;2.400000;289.950000;282.150000;60;19760;0;mq;mq;mq;0;mq;mq;mq;mq;100820;mq;mq;-900;mq;mq;mq;mq;278.950000;mq;mq;4.000000;5.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20201106120000;102200;-120;8;150;6.600000;291.950000;282.450000;54;20460;0;mq;mq;mq;0;mq;mq;mq;mq;97540;mq;mq;-590;mq;mq;mq;mq;280.550000;mq;mq;11.300000;11.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20201106120000;102410;-180;8;150;8.600000;292.650000;281.950000;50;33300;0;mq;mq;mq;1;6840;mq;mq;mq;98620;mq;mq;-640;mq;mq;mq;mq;275.750000;mq;mq;12.700000;12.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;6840;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20201106120000;mq;-40;8;150;7.300000;286.750000;280.550000;66;20000;0;mq;mq;mq;1;800;mq;mq;mq;93060;mq;884;-290;mq;mq;mq;mq;277.850000;mq;mq;12.200000;13.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;960;3;mq;2820;mq;mq;mq;mq;mq;mq;
07481;20201106120000;102770;-150;8;170;3.600000;289.150000;283.050000;67;30000;3;1;1;60;0;9000;30;20;11;99920;mq;mq;-430;mq;mq;mq;mq;mq;mq;mq;8.100000;8.100000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;0;9000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20201106120000;102090;-90;8;120;5.300000;291.150000;285.850000;71;40280;0;mq;mq;mq;1;2250;mq;mq;mq;101520;mq;mq;-760;mq;mq;mq;mq;281.550000;mq;mq;7.400000;8.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;2100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20201106120000;102290;-70;8;140;7.600000;292.450000;283.750000;57;20000;0;mq;mq;mq;0;mq;mq;mq;mq;99240;mq;mq;-470;mq;mq;mq;mq;282.650000;mq;mq;12.700000;14.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20201106120000;102720;-40;8;140;5.500000;285.350000;283.050000;86;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94420;mq;mq;-10;mq;mq;mq;mq;280.750000;mq;mq;10.200000;12.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20201106120000;102910;-130;8;50;0.500000;287.950000;282.050000;68;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;102020;mq;mq;-180;mq;mq;mq;mq;279.950000;mq;mq;1.500000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20201106120000;mq;-180;6;80;1.000000;291.250000;277.450000;40;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;92730;mq;895;10;mq;mq;mq;mq;278.250000;mq;mq;2.300000;7.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20201106120000;102050;-130;8;80;5.000000;290.550000;285.450000;72;53970;0;mq;mq;mq;5;1750;mq;mq;mq;101350;mq;mq;-690;mq;mq;mq;mq;282.550000;mq;mq;6.700000;7.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1560;3;mq;6480;5;mq;7200;mq;mq;mq;
07621;20201106120000;102020;-80;8;10;1.500000;289.350000;284.950000;75;32090;0;mq;mq;mq;1;6960;mq;mq;mq;97770;mq;mq;-550;mq;mq;mq;mq;281.650000;mq;mq;2.500000;3.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;6960;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20201106120000;102030;-140;8;110;1.400000;292.950000;284.750000;59;19600;0;mq;mq;mq;0;mq;mq;mq;mq;97260;mq;mq;-480;mq;mq;mq;mq;283.250000;mq;mq;2.800000;2.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20201106120000;102300;-70;8;130;7.000000;290.750000;285.250000;70;21350;0;mq;mq;mq;1;800;mq;mq;mq;100530;mq;mq;-430;mq;mq;mq;mq;284.650000;mq;mq;11.000000;17.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20201106120000;102890;-90;8;80;3.600000;291.950000;284.950000;64;19570;0;mq;mq;75;1;800;mq;mq;mq;102790;mq;mq;30;mq;mq;mq;mq;279.950000;mq;mq;4.900000;5.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;720;6;mq;2940;mq;mq;mq;mq;mq;mq;
07650;20201106120000;102850;-90;8;260;3.400000;291.950000;285.950000;68;18730;0;mq;mq;mq;1;1250;mq;mq;mq;102470;mq;mq;30;mq;mq;mq;mq;279.650000;mq;mq;4.300000;5.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;1200;3;mq;3060;mq;mq;mq;mq;mq;mq;
07661;20201106120000;mq;mq;mq;110;7.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;14.300000;15.400000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20201106120000;102980;-90;6;170;0.700000;293.150000;284.650000;58;40000;2;0;0;10;1;800;35;20;10;102670;mq;mq;180;mq;mq;mq;mq;284.950000;mq;mq;1.700000;2.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20201106120000;102710;-130;8;120;5.700000;291.250000;287.550000;79;32770;0;mq;mq;90;7;450;mq;mq;mq;102190;mq;mq;-200;mq;mq;mq;mq;286.150000;mq;mq;9.900000;9.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;390;7;mq;1440;mq;mq;mq;mq;mq;mq;
